event-id,visible,timestamp,location-long,location-lat,gundi:gundi-urn,import-marked-outlier,sensor-type,individual-taxon-canonical-name,tag-local-identifier,individual-local-identifier,study-name
30579320683,true,2022-12-29 00:32:00.000,32.30384,-27.90259,,,"gps","Giraffa giraffa","twiga_ceres_tag.0-3701788.6c0827c0-b495-4c17-aae9-3fd06d752987","GCF00497_5964","Giraffe_ZAF_Ukuwela"
30579320684,true,2022-12-29 19:05:00.000,32.30377,-27.90435,,,"gps","Giraffa giraffa","twiga_ceres_tag.0-3701788.6c0827c0-b495-4c17-aae9-3fd06d752987","GCF00497_5964","Giraffe_ZAF_Ukuwela"
30579320685,true,2022-12-30 01:06:00.000,32.30255,-27.90539,,,"gps","Giraffa giraffa","twiga_ceres_tag.0-3701788.6c0827c0-b495-4c17-aae9-3fd06d752987","GCF00497_5964","Giraffe_ZAF_Ukuwela"
30579320686,true,2022-12-30 07:19:00.000,32.30317,-27.90496,,,"gps","Giraffa giraffa","twiga_ceres_tag.0-3701788.6c0827c0-b495-4c17-aae9-3fd06d752987","GCF00497_5964","Giraffe_ZAF_Ukuwela"
30579320687,true,2022-12-30 19:45:00.000,32.30395,-27.90308,,,"gps","Giraffa giraffa","twiga_ceres_tag.0-3701788.6c0827c0-b495-4c17-aae9-3fd06d752987","GCF00497_5964","Giraffe_ZAF_Ukuwela"
30579320688,true,2022-12-31 02:01:00.000,32.30476,-27.9032,,,"gps","Giraffa giraffa","twiga_ceres_tag.0-3701788.6c0827c0-b495-4c17-aae9-3fd06d752987","GCF00497_5964","Giraffe_ZAF_Ukuwela"
30579320689,true,2022-12-31 20:33:00.000,32.31219,-27.89422,,,"gps","Giraffa giraffa","twiga_ceres_tag.0-3701788.6c0827c0-b495-4c17-aae9-3fd06d752987","GCF00497_5964","Giraffe_ZAF_Ukuwela"
30579320690,true,2023-01-01 02:48:00.000,32.30753,-27.9027,,,"gps","Giraffa giraffa","twiga_ceres_tag.0-3701788.6c0827c0-b495-4c17-aae9-3fd06d752987","GCF00497_5964","Giraffe_ZAF_Ukuwela"
30579320691,true,2023-01-02 03:19:00.000,32.31098,-27.90239,,,"gps","Giraffa giraffa","twiga_ceres_tag.0-3701788.6c0827c0-b495-4c17-aae9-3fd06d752987","GCF00497_5964","Giraffe_ZAF_Ukuwela"
30579320692,true,2023-01-02 09:31:00.000,32.30365,-27.90272,,,"gps","Giraffa giraffa","twiga_ceres_tag.0-3701788.6c0827c0-b495-4c17-aae9-3fd06d752987","GCF00497_5964","Giraffe_ZAF_Ukuwela"
30579320693,true,2023-01-02 15:42:00.000,32.30613,-27.90352,,,"gps","Giraffa giraffa","twiga_ceres_tag.0-3701788.6c0827c0-b495-4c17-aae9-3fd06d752987","GCF00497_5964","Giraffe_ZAF_Ukuwela"
30579320694,true,2023-01-02 21:44:00.000,32.31092,-27.89606,,,"gps","Giraffa giraffa","twiga_ceres_tag.0-3701788.6c0827c0-b495-4c17-aae9-3fd06d752987","GCF00497_5964","Giraffe_ZAF_Ukuwela"
